Tiempo,Q_DEEN,Caudal BPIL
219900,-1.2174,0
220000,-1.21765,0
220100,-1.2179,0
220200,-1.21815,0
220300,-1.21839,0
220400,-1.21864,0
220500,-1.21889,0
220600,-1.21913,0
220700,-1.21938,0
220800,-1.21962,0
220900,-1.21987,1.82676e-07
221000,-1.22011,3.96806e-06
221100,-1.22036,9.32976e-06
221200,-1.2206,1.52035e-05
221300,-1.22084,2.10469e-05
221400,-1.22108,2.65829e-05
221500,-1.22132,3.16687e-05
221600,-1.22156,3.62276e-05
221700,-1.2218,4.0209e-05
221800,-1.22204,4.35753e-05
221900,-1.22228,4.63003e-05
222000,-1.22252,4.83693e-05
222100,-1.22276,4.97778e-05
222200,-1.223,5.053e-05
222300,-1.22324,5.06357e-05
222400,-1.22347,5.01084e-05
222500,-1.22371,4.89637e-05
222600,-1.22394,4.72186e-05
222700,-1.22418,4.48915e-05
222800,-1.22441,4.20019e-05
222900,-1.22465,3.85712e-05
223000,-1.22488,3.46222e-05
223100,-1.22511,3.01803e-05
223200,-1.22535,2.52731e-05
223300,-1.22558,1.99306e-05
223400,-1.22581,1.41854e-05
223500,-1.22604,8.07134e-06
223600,-1.22627,1.62425e-06
223700,-1.2265,0
223800,-1.22673,0
223900,-1.22696,0
224000,-1.22719,0
224100,-1.22742,0
224200,-1.22765,0
224300,-1.22787,0
224400,-1.2281,0
224500,-1.22833,0
224600,-1.22855,0
224700,-1.22878,0
224800,-1.229,0
224900,-1.22923,0
225000,-1.22945,0
225100,-1.22967,0
225200,-1.2299,0
225300,-1.23012,0
225400,-1.23034,0
225500,-1.23056,0
225600,-1.23078,0
225700,-1.23101,0
225800,-1.23123,0
225900,-1.23145,0
226000,-1.23167,0
226100,-1.23188,0
226200,-1.2321,0
226300,-1.23232,0
226400,-1.23254,0
226500,-1.23276,0
226600,-1.23297,0
226700,-1.23319,0
226800,-1.23341,0
226900,-1.23362,0
227000,-1.23384,0
227100,-1.23405,0
227200,-1.23427,0
227300,-1.23448,0
227400,-1.23469,0
227500,-1.23491,0
227600,-1.23512,0
227700,-1.23533,0
227800,-1.23554,0
227900,-1.23576,0
228000,-1.23597,0
228100,-1.23618,0
228200,-1.23639,0
228300,-1.2366,0
228400,-1.23681,0
228500,-1.23702,0
228600,-1.23722,0
228700,-1.23743,0
228800,-1.23764,0
228900,-1.23785,0
229000,-1.23805,0
229100,-1.23826,0
229200,-1.23847,0
229300,-1.23867,0
229400,-1.23888,0
229500,-1.23908,6.35408e-07
229600,-1.23928,2.48202e-06
229700,-1.23949,4.7639e-06
229800,-1.23969,7.08469e-06
229900,-1.23989,9.24366e-06
230000,-1.2401,1.11347e-05
230100,-1.2403,1.26971e-05
230200,-1.2405,1.38926e-05
230300,-1.2407,1.46954e-05
230400,-1.2409,1.50882e-05
230500,-1.2411,1.50602e-05
230600,-1.2413,1.46065e-05
230700,-1.2415,1.37271e-05
230800,-1.2417,1.24262e-05
230900,-1.2419,1.07119e-05
231000,-1.24209,8.59527e-06
231100,-1.24229,6.0901e-06
231200,-1.24249,3.21295e-06
231300,-1.24268,0
231400,-1.24288,0
231500,-1.24308,0
231600,-1.24327,0
231700,-1.24347,0
231800,-1.24366,0
231900,-1.24385,0
232000,-1.24405,0
232100,-1.24424,0
232200,-1.24443,0
232300,-1.24462,0
232400,-1.24482,0
232500,-1.24501,0
232600,-1.2452,0
232700,-1.24539,0
232800,-1.24558,0
232900,-1.24577,0
233000,-1.24596,0
233100,-1.24615,0
233200,-1.24634,0
233300,-1.24652,0
233400,-1.24671,0
233500,-1.2469,0
233600,-1.24708,0
233700,-1.24727,0
233800,-1.24746,0
233900,-1.24764,0
234000,-1.24783,0
234100,-1.24801,0
234200,-1.2482,0
234300,-1.24838,0
234400,-1.24856,0
234500,-1.24874,0
234600,-1.24893,0
234700,-1.24911,0
234800,-1.24929,0
234900,-1.24947,0
235000,-1.24965,0
235100,-1.24983,0
235200,-1.25001,0
235300,-1.25019,0
235400,-1.25037,0
235500,-1.25055,0
235600,-1.25073,0
235700,-1.25091,0
235800,-1.25108,0
235900,-1.25126,0
236000,-1.25144,0
236100,-1.25161,0
236200,-1.25179,0
236300,-1.25197,0
236400,-1.25214,0
236500,-1.25231,0
236600,-1.25249,0
236700,-1.25266,0
236800,-1.25284,0
236900,-1.25301,0
237000,-1.25318,0
237100,-1.25335,0
237200,-1.25353,0
237300,-1.2537,0
237400,-1.25387,0
237500,-1.25404,0
237600,-1.25421,0
237700,-1.25438,0
237800,-1.25455,0
237900,-1.25472,0
238000,-1.25489,0
238100,-1.25505,0
238200,-1.25522,0
238300,-1.25539,0
238400,-1.25556,0
238500,-1.25572,0
238600,-1.25589,0
238700,-1.25605,0
238800,-1.25622,0
238900,-1.25638,0
239000,-1.25655,0
239100,-1.25671,0
239200,-1.25688,0
239300,-1.25704,0
239400,-1.2572,0
239500,-1.25737,0
239600,-1.25753,0
239700,-1.25769,0
239800,-1.25785,0
239900,-1.25801,0
240000,-1.25817,0
240100,-1.25833,0
240200,-1.25849,0
240300,-1.25865,0
240400,-1.25881,0
240500,-1.25897,0
240600,-1.25913,0
240700,-1.25929,0
240800,-1.25945,0
240900,-1.2596,0
241000,-1.25976,0
241100,-1.25992,0
241200,-1.26008,0
241300,-1.26023,0
241400,-1.26039,0
241500,-1.26054,0
241600,-1.2607,0
241700,-1.26085,0
241800,-1.26101,0
241900,-1.26116,0
242000,-1.26132,0
242100,-1.26147,0
242200,-1.26162,0
242300,-1.26178,0
242400,-1.26193,0
242500,-1.26208,0
242600,-1.26223,0
242700,-1.26238,0
242800,-1.26254,0
242900,-1.26269,0
243000,-1.26284,0
243100,-1.26299,0
243200,-1.26314,0
243300,-1.26329,0
243400,-1.26344,0
243500,-1.26358,0
243600,-1.26373,0
243700,-1.26388,0
243800,-1.26403,0
243900,-1.26418,0
244000,-1.26432,0
244100,-1.26447,0
244200,-1.26462,0
244300,-1.26476,0
244400,-1.26491,0
244500,-1.26505,0
244600,-1.2652,0
244700,-1.26534,0
244800,-1.26549,0
244900,-1.26563,0
245000,-1.26577,0
245100,-1.26592,0
245200,-1.26606,0
245300,-1.2662,0
245400,-1.26634,0
245500,-1.26649,0
245600,-1.26663,0
245700,-1.26677,0
245800,-1.26691,0
245900,-1.26705,0
246000,-1.26719,0
246100,-1.26733,0
246200,-1.26747,0
246300,-1.26761,0
246400,-1.26775,0
246500,-1.26788,0
246600,-1.26802,0
246700,-1.26816,0
246800,-1.2683,0
246900,-1.26843,0
247000,-1.26857,0
247100,-1.26871,0
247200,-1.26884,0
247300,-1.26898,0
247400,-1.26911,0
247500,-1.26925,0
247600,-1.26938,0
247700,-1.26952,0
247800,-1.26965,0
247900,-1.26979,0
248000,-1.26992,0
248100,-1.27005,0
248200,-1.27018,0
248300,-1.27032,0
248400,-1.27045,0
248500,-1.27058,0
248600,-1.27071,0
248700,-1.27084,0
248800,-1.27097,0
248900,-1.2711,0
249000,-1.27123,0
249100,-1.27136,0
249200,-1.27149,0
249300,-1.27162,0
249400,-1.27175,0
249500,-1.27188,0
249600,-1.272,0
249700,-1.27213,0
249800,-1.27226,0
249900,-1.27239,0
250000,-1.27251,0
250100,-1.27264,0
250200,-1.27276,0
250300,-1.27289,0
250400,-1.27302,0
250500,-1.27314,0
250600,-1.27327,0
250700,-1.27339,0
250800,-1.27351,0
250900,-1.27364,0
251000,-1.27376,0
251100,-1.27388,0
251200,-1.27401,0
251300,-1.27413,0
251400,-1.27425,0
251500,-1.27437,0
251600,-1.27449,0
251700,-1.27461,0
251800,-1.27474,0
251900,-1.27486,0
252000,-1.27498,0
252100,-1.2751,0
252200,-1.27521,0
252300,-1.27533,0
252400,-1.27545,0
252500,-1.27557,0
252600,-1.27569,0
252700,-1.27581,0
252800,-1.27593,0
252900,-1.27604,0
253000,-1.27616,0
253100,-1.27628,0
253200,-1.27639,0
253300,-1.27651,0
253400,-1.27662,0
253500,-1.27674,0
253600,-1.27685,0
253700,-1.27697,0
253800,-1.27708,0
253900,-1.2772,0
254000,-1.27731,0
254100,-1.27742,0
254200,-1.27754,0
254300,-1.27765,0
254400,-1.27776,0
254500,-1.27788,0
254600,-1.27799,0
254700,-1.2781,0
254800,-1.27821,0
254900,-1.27832,0
255000,-1.27843,0
255100,-1.27854,0
255200,-1.27865,0
255300,-1.27876,0
255400,-1.27887,0
255500,-1.27898,0
255600,-1.27909,0
255700,-1.2792,0
255800,-1.27931,0
255900,-1.27942,0
256000,-1.27952,0
256100,-1.27963,0
256200,-1.27974,0
256300,-1.27984,0
256400,-1.27995,0
256500,-1.28006,0
256600,-1.28016,0
256700,-1.28027,0
256800,-1.28037,0
256900,-1.28048,0
257000,-1.28058,0
257100,-1.28069,0
257200,-1.28079,0
257300,-1.28089,0
257400,-1.281,0
257500,-1.2811,0
257600,-1.2812,0
257700,-1.28131,0
257800,-1.28141,0
257900,-1.28151,0
258000,-1.28161,0
258100,-1.28172,0
258200,-1.28182,0
258300,-1.28192,0
258400,-1.28202,0
258500,-1.28212,0
258600,-1.28222,0
258700,-1.28232,0
258800,-1.28242,0
258900,-1.28252,0
259000,-1.28262,0
259100,-1.28272,0
259200,-1.28281,0
259300,-1.28291,0
259400,-1.28301,0
259500,-1.28311,0
259600,-1.2832,0
259700,-1.2833,0
259800,-1.2834,0
259900,-1.28349,0
260000,-1.28359,0
260100,-1.28369,0
260200,-1.28378,0
260300,-1.28388,0
260400,-1.28397,0
260500,-1.28407,0
260600,-1.28416,0
260700,-1.28426,0
260800,-1.28435,0
260900,-1.28444,0
261000,-1.28454,0
261100,-1.28463,0
261200,-1.28472,0
261300,-1.28482,0
261400,-1.28491,0
261500,-1.285,0
261600,-1.28509,0
261700,-1.28518,0
261800,-1.28528,0
261900,-1.28537,0
262000,-1.28546,0
262100,-1.28555,0
262200,-1.28564,0
262300,-1.28573,0
262400,-1.28582,0
262500,-1.28591,0
262600,-1.286,0
262700,-1.28609,0
262800,-1.28617,0
262900,-1.28626,0
263000,-1.28635,0
263100,-1.28644,0
263200,-1.28653,0
263300,-1.28661,0
263400,-1.2867,0
263500,-1.28679,0
263600,-1.28687,0
263700,-1.28696,0
263800,-1.28705,0
263900,-1.28713,0
264000,-1.28722,0
264100,-1.2873,0
264200,-1.28739,0
264300,-1.28747,0
264400,-1.28756,0
264500,-1.28764,0
264600,-1.28773,0
264700,-1.28781,0
264800,-1.2879,0
264900,-1.28798,0
265000,-1.28806,0
265100,-1.28815,0
265200,-1.28823,0
265300,-1.28831,0
265400,-1.28839,0
265500,-1.28848,0
265600,-1.28856,0
265700,-1.28864,0
265800,-1.28872,0
265900,-1.2888,0
266000,-1.28888,0
266100,-1.28896,0
266200,-1.28904,0
266300,-1.28912,0
266400,-1.2892,0
266500,-1.28928,0
266600,-1.28936,0
266700,-1.28944,0
266800,-1.28952,0
266900,-1.2896,0
267000,-1.28968,0
267100,-1.28976,0
267200,-1.28983,0
267300,-1.28991,0
267400,-1.28999,0
267500,-1.29007,0
267600,-1.29014,0
267700,-1.29022,0
267800,-1.2903,0
267900,-1.29037,0
268000,-1.29045,0
268100,-1.29053,0
268200,-1.2906,0
268300,-1.29068,0
268400,-1.29075,0
268500,-1.29083,0
268600,-1.2909,0
268700,-1.29098,0
268800,-1.29105,0
268900,-1.29112,0
269000,-1.2912,0
269100,-1.29127,0
269200,-1.29134,0
269300,-1.29142,0
269400,-1.29149,0
269500,-1.29156,0
269600,-1.29163,0
269700,-1.29171,0
269800,-1.29178,0
269900,-1.29185,0
270000,-1.29192,0
270100,-1.29199,0
270200,-1.29206,0
270300,-1.29213,0
270400,-1.2922,0
270500,-1.29227,0
270600,-1.29234,0
270700,-1.29241,0
270800,-1.29248,0
270900,-1.29255,0
271000,-1.29262,0
271100,-1.29269,0
271200,-1.29276,0
271300,-1.29282,0
271400,-1.29289,0
271500,-1.29296,0
271600,-1.29303,0
271700,-1.29309,0
271800,-1.29316,0
271900,-1.29323,0
272000,-1.29329,0
272100,-1.29336,0
272200,-1.29343,0
272300,-1.29349,0
272400,-1.29356,0
272500,-1.29362,0
272600,-1.29369,0
272700,-1.29375,0
272800,-1.29382,0
272900,-1.29388,0
273000,-1.29395,0
273100,-1.29401,0
273200,-1.29408,0
273300,-1.29414,0
273400,-1.2942,0
273500,-1.29427,0
273600,-1.29433,0
273700,-1.29439,0
273800,-1.29445,0
273900,-1.29452,0
274000,-1.29458,0
274100,-1.29464,0
274200,-1.2947,0
274300,-1.29476,0
274400,-1.29482,0
274500,-1.29488,0
274600,-1.29495,0
274700,-1.29501,0
274800,-1.29507,0
274900,-1.29513,0
275000,-1.29519,0
275100,-1.29525,0
275200,-1.29531,0
275300,-1.29536,0
275400,-1.29542,0
275500,-1.29548,0
275600,-1.29554,0
275700,-1.2956,0
275800,-1.29566,0
275900,-1.29571,0
276000,-1.29577,0
276100,-1.29583,0
276200,-1.29589,0
276300,-1.29594,0
276400,-1.296,0
276500,-1.29606,0
276600,-1.29611,0
276700,-1.29617,0
276800,-1.29623,0
276900,-1.29628,0
277000,-1.29634,0
277100,-1.29639,0
277200,-1.29645,0
277300,-1.2965,0
277400,-1.29656,0
277500,-1.29661,0
277600,-1.29667,0
277700,-1.29672,0
277800,-1.29677,0
277900,-1.29683,0
278000,-1.29688,0
278100,-1.29693,0
278200,-1.29699,0
278300,-1.29704,0
278400,-1.29709,0
278500,-1.29715,0
278600,-1.2972,0
278700,-1.29725,0
278800,-1.2973,0
278900,-1.29735,0
279000,-1.2974,0
279100,-1.29746,0
279200,-1.29751,0
279300,-1.29756,0
279400,-1.29761,0
279500,-1.29766,0
279600,-1.29771,0
279700,-1.29776,0
279800,-1.29781,0
279900,-1.29786,0
280000,-1.29791,0
280100,-1.29796,0
280200,-1.29801,0
280300,-1.29805,0
280400,-1.2981,0
280500,-1.29815,0
280600,-1.2982,0
280700,-1.29825,0
280800,-1.29829,0
280900,-1.29834,0
281000,-1.29839,0
281100,-1.29844,0
281200,-1.29848,0
281300,-1.29853,0
281400,-1.29858,0
281500,-1.29862,0
281600,-1.29867,0
281700,-1.29872,0
281800,-1.29876,0
281900,-1.29881,0
282000,-1.29885,0
282100,-1.2989,0
282200,-1.29894,0
282300,-1.29899,0
282400,-1.29903,0
282500,-1.29908,0
282600,-1.29912,0
282700,-1.29916,0
282800,-1.29921,0
282900,-1.29925,0
283000,-1.2993,0
283100,-1.29934,0
283200,-1.29938,0
283300,-1.29942,0
283400,-1.29947,0
283500,-1.29951,0
283600,-1.29955,0
283700,-1.29959,0
283800,-1.29964,0
283900,-1.29968,0
284000,-1.29972,0
284100,-1.29976,0
284200,-1.2998,0
284300,-1.29984,0
284400,-1.29988,0
284500,-1.29992,0
284600,-1.29996,0
284700,-1.3,0
284800,-1.30004,0
284900,-1.30008,0
285000,-1.30012,0
285100,-1.30016,0
285200,-1.3002,0
285300,-1.30024,0
285400,-1.30028,0
285500,-1.30032,0
285600,-1.30036,0
285700,-1.3004,0
285800,-1.30043,0
285900,-1.30047,0
286000,-1.30051,0
286100,-1.30055,0
286200,-1.30059,0
286300,-1.30062,0
286400,-1.30066,0
286500,-1.3007,0
286600,-1.30073,0
286700,-1.30077,0
286800,-1.30081,0
286900,-1.30084,0
287000,-1.30088,0
287100,-1.30091,0
287200,-1.30095,0
287300,-1.30099,0
